TCGA_barcode	42MGBA	8MGBA	A172	AM38	CAS1	CCFSTTG1	DBTRG05MG	DKMG	GAMG	GB1	GMS10	GOS3	KALS1	KG1C	KNS42	KNS60	KNS81	KS1	LN18	LN229	M059K	SF126	SF295	SNU1105	SNU201	SNU466	SNU489	SNU626	T98G	U118MG	U251MG	U87MG	YH13	YKG1
TCGA-06-0157-01	0.534184865125015	0.54561993363831	0.521149824621852	0.45726071099202	0.599557061394257	0.56679932901085	0.578591824360446	0.57640771848823	0.512049328887269	0.533325404054915	0.550781806257951	0.57554011640164	0.567824941916876	0.551401652928048	0.56544468759293	0.512500908151937	0.576698520610617	0.493356067289681	0.520815404626244	0.540669875711003	0.502385792027905	0.519698464720087	0.501879606113707	0.562570461601542	0.63551991092197	0.568310899581794	0.589640109497	0.616410874686717	0.522267008266946	0.496845981422232	0.592465674369854	0.500419180323448	0.533014939616478	0.579725870235321
TCGA-06-0158-01	0.542772475366165	0.55440976624761	0.548246754873143	0.47566185357641	0.617128116544183	0.575500302637457	0.587610968830153	0.595723066025557	0.545816771942931	0.537764481309324	0.570259659673131	0.590453431449435	0.584359979234964	0.582713802916048	0.585393772865016	0.515792467189607	0.592569415785711	0.509876613796756	0.541575534052606	0.5590695629357	0.51418015448695	0.526244727098557	0.513572232774694	0.582353746308572	0.655912682007415	0.606806461169029	0.606436327744299	0.615598256266398	0.536078101789325	0.526938910026281	0.607853853464385	0.521992186339293	0.547931071894378	0.598470530136526
TCGA-06-0168-01	0.492149153875995	0.514045240209574	0.498744937357131	0.432601742717205	0.562434467629595	0.525735705208705	0.553363246203831	0.539236334280454	0.504356042648755	0.475106191993598	0.519320785132595	0.527032105592499	0.523539353899064	0.524708886786168	0.532530132956321	0.472764912640304	0.531344997028935	0.44810100139666	0.48938070563552	0.503375136541976	0.46286510480504	0.476084594602529	0.469935230930189	0.524645450500401	0.59259697121696	0.536495238750282	0.554041321122866	0.570251332756343	0.48044418560809	0.464903029502549	0.541751196223095	0.471946378461077	0.500754886410096	0.551260852591479
TCGA-06-0174-01	0.531045845982567	0.519182246454952	0.523743949263219	0.452376054303158	0.603796946404907	0.56656761756178	0.577701083262179	0.569417878595011	0.524776351544387	0.520947107222068	0.538539717704721	0.551555821365202	0.560186229874607	0.547276079943647	0.550821780254688	0.489680453596393	0.567297590720299	0.476648806999651	0.518144928694324	0.540883904716938	0.504931347183217	0.506821869062642	0.500729862775789	0.57118394525237	0.623104702891912	0.583445687487825	0.58873318920096	0.590322281855742	0.512101411662902	0.491512078056487	0.570981050353856	0.497534574203159	0.532878777102861	0.579917198575129
TCGA-06-0184-01	0.529051553455683	0.545286109897406	0.526688159614244	0.465065329046342	0.597612450208908	0.566906568108045	0.576515523802241	0.577628168234015	0.526639764247301	0.527190037116459	0.563850755984287	0.570815328718373	0.575022868063647	0.570515936069043	0.561199695487843	0.502054203609722	0.57598043225987	0.501120408508881	0.528393771705785	0.54612154234712	0.512762993976379	0.51063664442016	0.504362546668087	0.563754541900624	0.638350840162445	0.591731739699117	0.586547151469745	0.60950496897843	0.526030480854873	0.507773682191683	0.598029187226199	0.511748081511329	0.535549311979174	0.584241721068914
TCGA-06-0187-01	0.580979860707933	0.563792078603623	0.575908829759023	0.48553386450372	0.64319814647863	0.612293912972999	0.595048529031924	0.621286992019182	0.566615939185251	0.56201894566139	0.601823514920341	0.610480396927375	0.608084389439159	0.59579225340759	0.578451721920237	0.5412286486624	0.614209876371755	0.531538075649963	0.558225265538157	0.57770868638292	0.542324194382432	0.566295120894098	0.546709994804341	0.608946386979038	0.671958488160918	0.621235935545671	0.628483822938827	0.662630290225504	0.576521058665158	0.550195839418061	0.623813020429145	0.547202557970452	0.571258160918029	0.618606112050595
TCGA-06-0190-01	0.59276396458377	0.586756130433038	0.586118750389982	0.498751717925691	0.675094398852848	0.633240556423388	0.639746894911228	0.639473359455199	0.586018669537181	0.573526694598449	0.616162606389428	0.618658375374642	0.635798758181684	0.613602151168918	0.609351159066329	0.552663288390413	0.641119653832607	0.541629647692963	0.571240485273014	0.599987708436221	0.564350909978132	0.571535493739327	0.562311231850232	0.634068226703006	0.701020517406131	0.63764112204367	0.657692435418946	0.65752738551906	0.575930646226524	0.554184699571591	0.64588430835587	0.560195771300485	0.606929990568815	0.644168615997766
TCGA-06-0210-01	0.593873791408348	0.589728582930387	0.580952509717189	0.511445117912678	0.663017976509598	0.627616511065546	0.634643057531912	0.641271270471536	0.584120176023507	0.59136785052673	0.599253186107577	0.612814479877173	0.633871578341612	0.605159615767697	0.620295506685506	0.562158344804677	0.639645178413694	0.548608014984667	0.584386297067475	0.605444732054147	0.562769544247401	0.574839782801747	0.563671312387642	0.629647880152067	0.693379679203634	0.633082328584168	0.645810580071401	0.653846530889311	0.574319962153953	0.559831329751085	0.652364544489812	0.57457392511833	0.596488259939307	0.642123052332889
TCGA-06-0211-01	0.586913920930437	0.57153064983963	0.579120084719382	0.502219382570791	0.660166668730159	0.619728211803401	0.612367407041163	0.625706580167112	0.572320390342742	0.570916731921753	0.605484064987623	0.60343269340621	0.617597673760248	0.605733534381972	0.600044284763878	0.538458346753741	0.617594612599418	0.537122057191554	0.572994323032724	0.581310885508607	0.554079408001592	0.562160503194154	0.552337548280475	0.621943861341789	0.683796896721295	0.621553931407624	0.634745499774653	0.641532465751254	0.57759751538592	0.565828534296416	0.62938931634036	0.567841269884788	0.584516567321909	0.628341077102652
TCGA-06-0219-01	0.484221075751448	0.500871412351732	0.490817502610001	0.431961421640505	0.556061641618061	0.516656061380348	0.551478284161013	0.544302339474919	0.489506014883726	0.480385084863788	0.506335126749311	0.531709387099841	0.522415562768691	0.523570852679717	0.527852747376567	0.460401140897536	0.540646313538337	0.459225345077293	0.489277899867413	0.509933049178032	0.467503510926679	0.465297021927372	0.467926860566374	0.527070276236982	0.599957446577605	0.545936741157776	0.55127955868818	0.560784004942627	0.479597131475389	0.476841113276767	0.55599631197701	0.479244458521888	0.499520200717735	0.549501292587126
TCGA-06-0238-01	0.4871271238614	0.48933077839441	0.492060428194509	0.421311227696728	0.563779872980936	0.525170094309853	0.548749236705185	0.537452366741312	0.495962545290441	0.486072029367943	0.505242741667639	0.522048548504259	0.522900660650698	0.519557680741528	0.522463836394719	0.451934653842808	0.528640227327546	0.45203152835619	0.491625069636151	0.510056427117211	0.46869188998817	0.472181407969985	0.46935595706912	0.530311620078322	0.581421430416431	0.558257845253624	0.549814822136735	0.55249117734878	0.479155424521124	0.458064378779636	0.54012606590022	0.466040302187113	0.50203621487744	0.541975463792899
TCGA-06-0644-01	0.626635145767358	0.61545363976154	0.62383974571089	0.542545929179868	0.703928715717677	0.665134272888406	0.687989113296815	0.68086319616364	0.622960348120219	0.604262236519204	0.645354615141195	0.636944893421875	0.65283154833555	0.648153847811703	0.624749587088748	0.578468209076958	0.66966460447853	0.584068609421467	0.610369943695215	0.645704928331258	0.596178697781812	0.61665410211552	0.607233571653608	0.668498446033217	0.729191578575621	0.663785082676962	0.692044867189791	0.655864787907989	0.611227147693467	0.611746774606462	0.671956294446329	0.615593015478095	0.656685389944021	0.68932559340916
