TCGA_barcode	CALU1	EBC1	EPLC272H	HARA	HCC15	HCC1588	HCC95	HLFA	KNS62	LC1F	LK2	LOUNH91	LUDLU1	NCIH1385	NCIH1869	NCIH2170	NCIH226	NCIH520	RERFLCAI	RERFLCSQ1	SKMES1	SQ1	SW1573	SW900
TCGA-66-2766-01	0.554264624070009	0.591324415416753	0.645169895658361	0.691128703768785	0.60037902480274	0.507395393057997	0.740773286795311	0.546716356428027	0.716997078436214	0.67967379485991	0.625597874364007	0.539614512387465	0.720995063104614	0.461455515990404	0.61227602366014	0.62630470557255	0.565189380583199	0.591309976396047	0.577657630759209	0.625988104353913	0.600816646622622	0.551687037239385	0.550740504465071	0.654496881982339
TCGA-66-2767-01	0.547841027378546	0.58740626632923	0.623670850313712	0.700838495700084	0.584706636131062	0.557360615732261	0.706922853117261	0.520180430124491	0.708669453884494	0.685598503924609	0.623557527156215	0.513103100584439	0.701725134883868	0.44470961459908	0.601580885711568	0.616930378807724	0.556117447081601	0.591942715081172	0.555378085501239	0.594142828510568	0.576769609486393	0.557902366151581	0.547941213214542	0.624225166794523
TCGA-66-2768-01	0.547873297658963	0.60101155367465	0.708677278330747	0.728114338139371	0.602830544806555	0.529979032896434	0.734344346729786	0.530716217139947	0.746028069859973	0.655318876630179	0.582364700386551	0.538851141672583	0.729169756309494	0.422174064711911	0.595524403823011	0.58551659417028	0.581251377830314	0.542836888727474	0.576984397351086	0.628757278400112	0.60556148488116	0.556703237719773	0.553324788147229	0.661263611474024
TCGA-66-2769-01	0.599148978039026	0.616260332728719	0.654855949018526	0.70584755960606	0.62195521089754	0.534955902506443	0.737429858814301	0.599256816622264	0.73647715114305	0.671317556436101	0.652687653328407	0.563807016072377	0.695605660916523	0.48903647499753	0.621897201815003	0.654161975993356	0.598156962126349	0.620505943525008	0.602438288124496	0.654145479477374	0.640820320784492	0.569779396326417	0.591349989782222	0.685881171613501
TCGA-66-2770-01	0.581350536596699	0.606603184457831	0.655747313457698	0.705706069601769	0.616176777005048	0.550644054248809	0.734798230452515	0.572234502353813	0.728575066331783	0.696819895257645	0.633375748372881	0.554988780766655	0.741815049480925	0.469211754479768	0.612232117627264	0.633515995199871	0.587011977978789	0.603385362960902	0.585036820364795	0.633001710329833	0.616028904459464	0.56416993404575	0.571628961210398	0.669567420150644
TCGA-66-2771-01	0.526226354695058	0.564105021239498	0.593766756630005	0.663714153150467	0.557280936760369	0.554451496810164	0.643615394249381	0.490869807701794	0.687383006939678	0.598251551884693	0.553418904397847	0.476546837754735	0.680205419252603	0.397208158419024	0.617426280058002	0.629367930220061	0.508814852437833	0.523819497792233	0.502770050122764	0.530757110898453	0.553631564049545	0.563580973086564	0.504749249995776	0.603407994383286
TCGA-66-2773-01	0.598603760126305	0.658003409771972	0.682279391495761	0.69366226532841	0.656593817559286	0.601729402167929	0.738333158319553	0.566392806897866	0.768495126372824	0.720222641424903	0.630349654709493	0.575011016162149	0.787478739402617	0.500380400532903	0.665815027213722	0.674035722370864	0.611622599188967	0.605989102204322	0.600635490946534	0.645555499154484	0.634923938579742	0.614126279918731	0.599959969254504	0.69549650658325
TCGA-66-2777-01	0.527755884993884	0.566994171280595	0.628389055128395	0.676206617630857	0.57459998928142	0.524428516099367	0.68926060389582	0.506629959263546	0.692368275137184	0.662310617539352	0.58943100324383	0.498576954946538	0.701769863440305	0.450664376951298	0.609194661808974	0.630903589281795	0.535635596608316	0.553646968565652	0.542460212127647	0.581317085874304	0.576339228968615	0.56194124331324	0.52948733659447	0.624769335401912
TCGA-66-2778-01	0.515956806421358	0.556968479068707	0.583901599425878	0.622091744782306	0.546206857794832	0.541368350501934	0.632469510560936	0.481549488038549	0.679374981896145	0.573467763501195	0.545290114365361	0.468082134942609	0.667159116809064	0.387457106552216	0.625970387756324	0.615705515811049	0.491659929851287	0.503398274386331	0.483498333004852	0.515849969513382	0.554049368827161	0.560591069199746	0.495971989496753	0.598205930160902
TCGA-66-2780-01	0.599197170222881	0.647086420337997	0.720567626356933	0.709921440611381	0.63679618557768	0.572511337754563	0.750665811010345	0.602763505096191	0.77719619586563	0.682114440267649	0.609283052409916	0.583557334910957	0.761896832849488	0.451540080995522	0.650070496983658	0.64703100543475	0.61614425474082	0.579688229369104	0.593983831972134	0.662495202788867	0.648942750428627	0.605928426694714	0.601092175372285	0.698166500543435
