TCGA_barcode	GI1	H4	HS683	NMCG1	SNU738	SW1088	SW1783	TM31
TCGA-DU-A5TW-01	0.515972885477753	0.549553758697153	0.517586083632451	0.519223128680324	0.513480066630707	0.505697093331374	0.513098607190747	0.521515456566615
TCGA-DU-A5TY-01	0.575019488312408	0.597827677702317	0.595114698601778	0.604585858076183	0.551047077957757	0.578248947475051	0.586885575241277	0.583955676086643
TCGA-DU-A6S2-01	0.433675561786191	0.471267271821927	0.428763912485284	0.463169100017513	0.43536864114017	0.433183671714087	0.427956134305834	0.444028452891871
TCGA-DU-A6S3-01	0.463993208975154	0.50096830360268	0.457008674066425	0.479770277931461	0.462737718298282	0.464069359149373	0.457590012105418	0.472447446853029
TCGA-DU-A6S6-01	0.44211389603574	0.474993518313745	0.4342414250502	0.466489926206275	0.438959079814551	0.437714785311815	0.436760715133226	0.45462113539971
TCGA-DU-A6S7-01	0.510639597587154	0.5420147259739	0.50075804629969	0.510751224517443	0.512184689291616	0.5025650450328	0.501248961792359	0.519126711281967
TCGA-DU-A6S8-01	0.480256903380628	0.513439427733602	0.479088811306203	0.504336243605879	0.475059954434635	0.487323895455053	0.478112959690563	0.497966861453138
TCGA-DU-A76K-01	0.493808494026464	0.531055381916151	0.503619684047399	0.52559532195439	0.481320091611582	0.503126211539775	0.510385807063985	0.509410623592914
TCGA-DU-A76L-01	0.60044096201975	0.625929278166903	0.62290015498237	0.620857003764365	0.568051911531919	0.625873287789152	0.626943941745233	0.610661320535484
TCGA-DU-A76O-01	0.485662732226109	0.5234209968125	0.479120711493325	0.485108266371948	0.478748302330249	0.481891624813783	0.478268246360205	0.489181204385717
TCGA-DU-A76R-01	0.471254578326439	0.510994191237342	0.476591324169706	0.494623907514592	0.455454765153014	0.478027507534289	0.477913266239654	0.475083037761022
TCGA-DU-A7T6-01	0.521080289509887	0.558781299474004	0.520462361453115	0.543577686022991	0.516308069564786	0.534939939345398	0.525618184427538	0.530974589800913
TCGA-DU-A7T8-01	0.504873796663254	0.549025227267102	0.511394318740613	0.510315254287943	0.494502918906997	0.514681762422298	0.511207015873712	0.506757891394935
TCGA-DU-A7TA-01	0.527559275245378	0.574845688591707	0.538312124255033	0.529432896904535	0.528485534379702	0.537376527575528	0.53299880203458	0.533371093573131
TCGA-DU-A7TB-01	0.482794769473059	0.513905540065465	0.481475786258349	0.495417418981781	0.472230871496736	0.482374603565463	0.478848969023792	0.491214556433384
TCGA-DU-A7TC-01	0.45191163623707	0.487445575916288	0.44712770331442	0.467976846715725	0.458401381258481	0.449121208012462	0.452607061645105	0.45956165727338
TCGA-DU-A7TD-01	0.601700347223476	0.611042459545596	0.622331050507708	0.605367538324334	0.549394789528805	0.602017901382475	0.613494738744473	0.603021201819217
TCGA-DU-A7TG-01	0.430725057539976	0.464582087550202	0.426862704482163	0.452301760152937	0.427697977218842	0.427814448584912	0.424565982710718	0.434000226578162
TCGA-DU-A7TI-01	0.488227494233602	0.527596338550213	0.490739782678802	0.500862109795082	0.476592841831218	0.493363037256955	0.488530592461987	0.493909310933493
TCGA-DU-A7TJ-01	0.614109228245354	0.624669385630925	0.643636627345702	0.636342455978077	0.570603977174257	0.617959934355991	0.634672275182976	0.625915568882332
TCGA-E1-5302-01	0.492776207351901	0.526430520770869	0.510663345978343	0.519647998046209	0.473384561677807	0.502420125969406	0.505178314748238	0.503070287074495
TCGA-E1-5303-01	0.496780126693513	0.531642642160969	0.495137398124509	0.498933492253664	0.4808386653522	0.499151205980098	0.496046840348576	0.499826763735715
TCGA-E1-5304-01	0.547079633385464	0.571397598269354	0.550568377222415	0.545550883822514	0.537014764398748	0.546083514335115	0.546664896943874	0.544006563049596
TCGA-E1-5305-01	0.495286465671936	0.534300150540847	0.50685276835085	0.512376388208347	0.475391598780944	0.50717042448496	0.500267855357106	0.500504044517776
TCGA-E1-5307-01	0.447171170553234	0.487759913095922	0.443328024278198	0.469688119652697	0.449766329888544	0.440740511702841	0.436497050127949	0.458770580143726
TCGA-E1-5311-01	0.47266487545468	0.513345941770235	0.47462842094326	0.497248889485511	0.460781878095966	0.478539505145978	0.477430098265547	0.478773088706303
TCGA-E1-5318-01	0.518224126421934	0.553755140993789	0.518132781540044	0.527913629602358	0.510536700361484	0.524197983849609	0.51363726293744	0.532528748951953
TCGA-E1-5319-01	0.458743404335254	0.503212724038411	0.471983293843209	0.492972482732807	0.455437637231561	0.471865804841058	0.471580454307837	0.478138610771294
TCGA-E1-5322-01	0.501013007560295	0.535242262321031	0.508889736898196	0.522153074428967	0.494686865013154	0.506080061261971	0.502802169948438	0.51927325346661
TCGA-E1-A7YD-01	0.581283617018009	0.594664680216095	0.609806455820168	0.594970353710717	0.545223721343814	0.579151225684428	0.600768770109037	0.582479370301043
TCGA-E1-A7YE-01	0.55058588222971	0.57353754291056	0.551022087518776	0.555714862980873	0.516245087450372	0.548198081970841	0.5455064269327	0.56256099882253
TCGA-E1-A7YH-01	0.499025255269083	0.526903824016671	0.497014158590781	0.505992952627748	0.49957921248518	0.496426575338719	0.50074755472623	0.504146312756727
TCGA-E1-A7YI-01	0.596731373071516	0.617522811571975	0.596909855201762	0.607231683056336	0.579958333964715	0.588127599562465	0.593842598668567	0.602950893304345
TCGA-E1-A7YJ-01	0.593531182661694	0.623682284810245	0.622150504884573	0.607640103140002	0.572094526639146	0.612140176441556	0.616784190181392	0.609900154318352
TCGA-E1-A7YK-01	0.540655743355736	0.573341515621906	0.54307417278582	0.539295061266391	0.524429401044058	0.54869033717347	0.540834350632825	0.5443771840819
TCGA-E1-A7YL-01	0.604175198937867	0.629012274400322	0.621885153448161	0.605098114196728	0.57120674890633	0.609041649829335	0.620737129728103	0.605015227528997
TCGA-E1-A7YM-01	0.504879099684901	0.535162964738617	0.507490139505543	0.522453222796962	0.489779558729688	0.505188792593051	0.508269851546728	0.506195345231085
TCGA-E1-A7YN-01	0.527143400907907	0.569009387409682	0.547592368111225	0.550145840185819	0.510299483602689	0.5487475781431	0.546448400888086	0.545687095753111
TCGA-E1-A7YO-01	0.484651011094999	0.525725634374857	0.487441805336458	0.504905532686434	0.470969860336727	0.488780712854953	0.485039750327256	0.492950381665027
TCGA-E1-A7YQ-01	0.596360039886837	0.63357973574194	0.622296935206628	0.61802274482366	0.576330121837661	0.610115198228704	0.613475221535262	0.597016004691395
TCGA-E1-A7YS-01	0.509976309644495	0.543496338508382	0.505724785532047	0.52416515224076	0.498621000009583	0.513257569456413	0.501625043639243	0.515484270497456
TCGA-E1-A7YU-01	0.47701550688817	0.509004246627909	0.46984209123736	0.480763670661748	0.463939165790751	0.473276865374721	0.471305002307316	0.478933041953768
TCGA-E1-A7YV-01	0.566291905316453	0.600498689666801	0.579420282660163	0.589155252470972	0.548175621449242	0.570205496230932	0.574039552273399	0.579868925863605
TCGA-E1-A7YW-01	0.499856510282354	0.533096758241916	0.491831286687704	0.495898832656069	0.482770256976437	0.495601577218845	0.491089324593459	0.496986985605872
TCGA-E1-A7YY-01	0.419746583483573	0.455736957915853	0.41009485550915	0.447961601179944	0.426567789462039	0.409417458482694	0.409982336676398	0.434757916959759
